# NOTES:
# The # Symbol at the start of a line counts as a Comment. To include in dialog, use a \#
# The . Symbol will cause a pause unless escaped with \. (ex: Mr. Oshiro has a pause, Mr\. Oshiro does not)
# Newlines automatically create a Page Break, unless there is an {n} command on the previous line
# Commands: Anything inside of curly braces {...} is a command and should not be translated.

# Inline Text Commands:
# {~}wavy text{/~}
# {!}impact text{/!}
# {>> x}changes speed at which characters are displayed{>>}
# {# 000000}this text is black{#} (uses HEX color values)
# {+MENU_BEGIN} inserts the dialog from the MENU_BEGIN value (in English, "CLIMB")
# {n} creates a newline, without a page break
# {0.5} creates a 0.5 second pause
# {big}this text is large{/big}

# Gameplay Control Commands (should never change)
# {trigger x} this triggers an in-game event
# {anchor} controls the visual position of the textbox in-game

# Language (id,label)
	LANGUAGE=korean,한국어
	ICON=Icons/korean.png
	ORDER=80

# Font (Face, Base Size)
# Use BMFONT to generate the .fnt and image files
	FONT=RenogareKR,62

# Done loading Meta Data
	BEGIN=true

# Auto-Saving
	AUTOSAVING_TITLE_NS=
		이 게임은 자동 저장 기능을 지원합니다.
	AUTOSAVING_DESC_NS=
		이 아이콘이 표시되면
		콘솔 전원을 끄지 마세요.
	AUTOSAVING_TITLE_PS4=
		이 게임은 자동 저장 기능을 지원합니다.
	AUTOSAVING_DESC_PS4=
		이 아이콘이 표시되면
		콘솔 전원을 끄지 마세요.
	AUTOSAVING_TITLE_XB1=
		이 게임은 자동 저장 기능을 지원합니다.
	AUTOSAVING_DESC_XB1=
		이 아이콘이 표시되면
		콘솔 전원을 끄지 마세요.
	AUTOSAVING_TITLE_PC=
		이 게임은 자동 저장 기능을 지원합니다.
	AUTOSAVING_DESC_PC=
		이 아이콘이 표시되면
		컴퓨터 전원을 끄지 마세요.

# Main Menu
	MENU_DEBUG=		~디버그~
		[MADELINE left normal]
		캘리포니아에 있는 가족한테 돌아갔어요.
		여동생이 로스쿨을 졸업할 때까진 같이 있고 싶대요.

		[MADELINE left sad]
		꽤 힘들어 보이지만, 여동생을 도와주고 싶어서 거기 있을 거래요.

		[GRANNY right normal]
		그래, 꽤 괜찮은 청년 같구나.

	APP_OLDLADY_E=
		[MADELINE left normal]
		그나저나 오랜만이네요. 할머니는 어떻게 지내셨어요?

		[GRANNY right normal]
		아, 매일매일이 똑같지, 뭐.

		{trigger 0 start laughing}

		[GRANNY right laugh]
		내가 말하는 "매일매일"은, 네 생각보단 훨씬 더 길겠지만 말이야.

		{trigger 1 end laughing}

		[GRANNY right normal]
		뭐, 나도 예전 같지는 않네.
		어떨 때는, 불을 켜 놓기만 해도 힘이 다 빠지니깐.
		그래도 여전히 이 {+MOUNTAIN} 덕분에 내 정신이 날카로워지지.

		[GRANNY right mock]
		황천길에 오르려면 아직 멀었다고.

		[MADELINE left normal]
		여전하시네요.

		[MADELINE left sad]
		그래도, 몸조심하셔야 해요.

	APP_OLDLADY_LOCKED=
		[MADELINE left sad]
		앞에 있는 문이 꼼짝도 안 하는데...
		다른 입구가 있나요?

		[GRANNY right normal]
		없을 게다, 아가야.

		[GRANNY right mock]
		{+MOUNTAIN}이 이제 널 살살 대해줄 거라 생각했니?

		[GRANNY right normal]
		{+MOUNTAIN}은 네가 아직 준비되지 않았다고 생각하는 거 같구나.

		[MADELINE left sad]
		{+CELESTE_MOUNTAIN}이 {~}이상하고 신비한 곳{/~}이라는 건 알고 있었지만...

		[MADELINE left upset]
		설마, {~}"생각"{/~}도 할 수 있다는 거예요?

		[GRANNY right normal]
		너나 나처럼 생각하는 게 아냐.
		마치... 강이 바다로 흘러 들어가는 걸 생각하는 것과 같은 거야.
		뭐, 나 같은 할망구나 할 법한 헛소리라 생각해도 되고.

		[MADELINE left upset]
		더 이상 할머니 말을 의심하진 않거든요.

		[MADELINE left sad]
		제가 준비되었다는 걸 어떻게 보여주죠?

		[GRANNY right normal]
		난들 알겠냐.
		내가 너라면 내 발자취를 되돌아보고,{n}다시 한번 천천히 살펴볼 게다.
		{+CELESTE_MOUNTAIN}은 너에게 가르칠 게 분명 더 있을 게야.

	APP_ENDING=
		...드디어 도착한 건가?
		여기가 모든 것의 중심이야?
		정말 공허하고... 광활해...
		그러면서도 뭔가 그리운 느낌이 들어...
		그리고 평온해.

	CH9_GRAVESTONE=
		[MADELINE left sad]
		{+GRANNY}...
		[MADELINE left sadder]
		돌아가셨다는 게 믿기지 않아요, 이 할망구.

		[MADELINE left distracted]
		사실,{.2} 어느 정도 예상은 했어요.

		[MADELINE left sadder]
		마지막으로 보내신 편지,{n}뭔가 작별 인사를 하는 거 같았거든요.

		{silent_trigger 0 Step Forward}
		
		[MADELINE left sadder]
		이건 불공평해요. 전 {+GRANNY}가 필요하단 말이에요.

		[MADELINE left angry]
		마음의 준비를 할 시간도 주지 않으셨잖아요.

		{trigger 1 Badeline Appears}

		[BADELINE left scoff]
		뭘 원하는 거야, 사과라도 하려고?

		[BADELINE left upset]
		{+GRANNY}는 이제 없어.

		[BADELINE left angry]
		너, 장례식장에도 안 갔잖아.

		{trigger 2 Sit Down}

		[MADELINE left distracted]
		알아, 난 그냥... 갈 수 없었어.

		[MADELINE left sadder]
		난 완전히 무너져 내렸었어.

		[MADELINE left sadder]
		정말 죄송해요, {+GRANNY}.

		[BADELINE left angry]
		{~}"죄송해요"{/~}라고 말한다고 해서 {+GRANNY}가 살아 돌아오시지는 않아.

		[MADELINE left sadder]
		...네 말이 맞아.

		[MADELINE left sad]
		이제서야 찾아오는 건, 너무 이기적인 행동이지.

	CH9_FLYING_TO_THE_MOON=
		[BADELINE right concerned]
		{+MADELINE}, 우리 어디 가는 거야?

		[MADELINE left sad]
		저 새를 쫓아가야 해.
		네가 {+PART_OF_ME}인 것처럼, 저 새는 {+PART_OF_GRANNY}야.
    
		[BADELINE right worried]
		그냥 {+GRANNY}의 애완동물인 줄 알았는데...

		[MADELINE left distracted]
		{~}분명{/~} 평범한 애완동물은 아닐 거야.

		[MADELINE left sad]
		{+MOUNTAIN}을 오를 때도 저 새는 항상 나를 지켜봤어, {+GRANNY}처럼.

		[BADELINE right concerned]
		{+MADELINE}... 이런 말 하긴 싫지만...

		[BADELINE right worriedAlt]
		현실적으로 생각해.

		[BADELINE right worried]
		저건 그냥 평범한 새야.
    
		[MADELINE left upset]
		그냥 닥치고 한 번만이라도 날 도와주지 않을래?

	CH9_LANDING=
		[BADELINE left worried]
		으... 우리 정말 높이 올라왔어.

		{trigger 0 Badeline turns}

		[BADELINE left worriedAlt flip]
		여기서 보니까 {+MOUNTAIN}이 엄청 작아 보여...

		{trigger 0 Badeline turns}

		[BADELINE left worried]
		우리 진짜 돌아가야 해.

		[MADELINE right upset]
		이런 걸로 말싸움할 시간 없어.

		[BADELINE left concerned]
		너 여기서 숨은 어떻게 쉬는 거야?

		[MADELINE right sad]
		{+GRANNY}는 우리가 따라오길 바라시는 거야.

		[MADELINE right distracted]
		{+GRANNY}를 다시 실망하게 할 순 없어.

		[BADELINE left angryAlt]
		{~}...저건 그냥 새야,{/~} {+MADELINE}.

		[BADELINE left angry]
		{+GRANNY}는 돌아가셨다고.

		[MADELINE right angry]
		너 {*}정말로{/*} 저게 그냥 평범한 새라고 생각해?

		[MADELINE right sad]
		저 새는 {+PART_OF_GRANNY}야.{n}이유는 모르겠지만 아직 여기에 있고.

		[MADELINE right distracted]
		어쩌면 {+GRANNY}를 다시 데려올 방법이 있을지도 몰라.

		[MADELINE right sad]
		할 순 있는 건 뭐라도 해보고 싶어.

		[BADELINE left angryAlt]
		...
		이런 일로 널 도와줄 수는 없어.

		[MADELINE right angry]
		그럼 {*}저리 가!{/*}

		{trigger 1 Badeline Vanishes}

		[MADELINE left determined]
		걱정 마세요, {+GRANNY}.
		다신 놓치지 않을 테니까.

	CH9_FAKE_HEART=
		[MADELINE left distracted]
		잠깐, 아니야...

		[MADELINE left sad]
		이게 끝일 리가 없어.

	CH9_KEEP_GOING=
		[MADELINE left sadder]
		{+GRANNY}는 분명히 어딘가에 계실 거야.

		{trigger 0 Step Forward}

		[MADELINE left determined]
		그러니까 난 계속 나아가야 해.

	CH9_MISS_THE_BIRD=
		[MADELINE left angry]
		{~}저기요!{/~}
		제가 도와드린다니까요?

		[MADELINE left sadder]
		...{+GRANNY}, 저를 다시 보고 싶지 않으신 건가요?

		{trigger 0 stand up, face left }

		[MADELINE left sad flip]
		이해할 수 없어요.

		[MADELINE left distracted flip]
		절 시험하시는 건가요?
		아니면, 저에게 도움을 요청하는 게 두려우신 건가요?

		[MADELINE left sadder flip]
		어쩌면, {+PART_OF_ME}가 말한 대로, {~}정말{/~} 그냥 새일지도 몰라.
		...

		{trigger 1 take a step left}

		[MADELINE left sad flip]
		아니면...

		{trigger 2 take a step right}

		[MADELINE left surprised]
		저 새는 내가 {+GRANNY}를 구하는 걸 원하지 않는 걸까?
		
		{trigger 3 black hole flickers }

		[MADELINE left sadder]
		날 막으려는 거야, {+PART_OF_ME}처럼.
		난 혼자였던 거야.

		{trigger 4 black hole flickers more, tiles to crack into the sci-fi one}

		[MADELINE left angry]
		뭐, 그 둘의 도움 따윈 필요 없어. 그렇죠, {+GRANNY}?

		[MADELINE left together]
		걱정 마세요, 전 절대 포기하지 않을 테니까요!
		저 망할 새를 잡아서 {+GRANNY}를 풀어드릴게요.

	CH9_HELPING_HAND=
		[MADELINE left upset]
		너 보고 도와달라고 한 적 없는데.
		
		[BADELINE right angryAlt]
		나도 알아, 하지만 제발, {+MADELINE}...
		한 번만 다시 생각해 봐.

		[BADELINE right angry]
		저 새를 쫓아가서 뭘 어쩌겠다는 건데?
    
		{trigger 0 Madeline faces away}

		[MADELINE left determined flip]
		지금 나한테 제일 중요한 건 {+GRANNY}를 찾는 것뿐이야.
		{+GRANNY}를 찾으면, {+GRANNY}를 데려올 수 있을지도 몰라...

		[MADELINE left sadder flip]
		온 우주가 날 막는다 해도, 꼭 {+GRANNY}를 다시 데려올 거야.
		
		[BADELINE right worriedAlt]
		...

		[BADELINE right worried]
		너, 여기서 길 잃으면 어떻게 하려고 그래.

		[MADELINE left angry flip]
		어떻게든 되겠지.

		[BADELINE right worriedAlt]
		...

		[BADELINE right worried]
		저기, {+MADELINE}...

		[BADELINE right worriedAlt]
		우리는 {~}우주{/~}에서 {~}정체불명의 새{/~}를 쫓고 있어.

		[BADELINE right upset]
		이건 전부 현실이 아냐.

		[BADELINE right concerned]
		넌 지금 꿈꾸는 거라고.

		[MADELINE left sadder flip]
		...

		[BADELINE right concerned]
		...{+GRANNY}는 돌아가셨어.

		[BADELINE right upset]
		이제 꿈에서 깨어날 시간이야.
		
		[MADELINE left sadder flip]
		하지만, 꿈에서 깨어나면, 다시는 {+GRANNY}를 보지 못할 거야...

		{trigger 1 Madeline faces towards badeline}
		
		[MADELINE left angry]
		{+GRANNY}가 영원히 사라져도 좋은 거야!?
		넌 항상 너무 {*}이기적{/*}이야!

		[BADELINE right angry]
		...
		
		[BADELINE right angryAlt]
		첫째, 저건 {~}그냥 새{/~}야.
		저 새가 {+GRANNY}인지는 {~}아직 모른다고.{/~}
		
		[BADELINE right yell]
		그리고 {*}둘째...{/*}
		...

		[BADELINE right sigh]
		...우린 여기서 한 발짝 물러나야 해.
		
		{trigger 2 Madeline steps towards badeline}

		[MADELINE left angry]
		아니, 물러나야 할 건 내가 아니라 {!}{*}너야.{/*}{/!}
		{*}난 절대 포기 못 해.{/*}

		[MADELINE left sad]
		네가 있든 없든, 난 계속 나아갈 거야.
		네가 내 발목을 잡게 두는 것도, 이젠 끝이야.

		[MADELINE left sadder]
		{+GRANNY}는 내가 필요해.
		
		[BADELINE right simple_sigh]
		...그래.
		그럼, 잘해보라고.
		
	CH9_CATCH_THE_BIRD=
		[MADELINE left surprised]
		잡았다! 드디어!

		[MADELINE left angry]
		{+GRANNY}는 어디 있어!?

		{trigger 0 bird looks hurt}

		[MADELINE left angry]
		...

		[MADELINE left surprised]
		아...!
		괜찮아?

		{trigger 1 bird squaks}
		
		[MADELINE left sad]
		미안해, 널 해치려는 건 아냐.
		
		{trigger 2 approach bird, it moves away}
		
		[MADELINE left sad]
		기다려! 제발 떠나지 마.
		
		{trigger 3 bird flys out of the camera}
		
		[MADELINE left sadder]
		이거 하나만이라도 알려줘...
		너, {+PART_OF_GRANNY}지, 맞지?
		네가 가야만 한다면, 그럼...

		[MADELINE left sad]
		나도 데려가 줘.
		
		{trigger 4 badeline appears}
    
		[BADELINE right yell]
		{+MADELINE}, 멈춰!

		[BADELINE right concerned]
		따라가면 안 돼.
		
		[MADELINE left angry]
		닥쳐!
		넌 내가 {+MOUNTAIN}을 오르지 못하게 방해했었지만, 난 포기하지 않았어.
		이번에도 마찬가지야, 네가 {+GRANNY}를 만나러 가지{n}못하게 방해하더라도, 난 포기하지 않을 거야.

		[MADELINE left sadder]
		{*}그러니까 비켜.{/*}
		
		[BADELINE right concerned]
		...

		[BADELINE right worried]
		널 방해하려는 게 아니야.

		[BADELINE right concerned]
		부탁하는 거지.

		{trigger 5 Wait a beat}

		[BADELINE right worriedAlt]
		나도 {+GRANNY}가 그리워.
		우리 둘 모두에게 소중한 사람이었으니까.

		[MADELINE left sad]
		그렇다면 어떻게 그리 쉽게 {+GRANNY}를 잊을 수 있는 거야?

		[BADELINE right worriedAlt]
		쉽진 {~}않았어.{/~}

		[BADELINE right worried]
		내가 너무 성급하게 떨쳐내자고 밀어붙인 걸지도 몰라...

		[BADELINE right concerned]
		하지만, 지금 이 상황도 좋지 않아.
		난 이 슬픔을 둘이서 함께 이겨내고 싶을 뿐이야.

		{trigger 6 Madeline sits}
		
		[MADELINE left sadder flip]
		...
		{+GRANNY}가 돌아가신 건, 나도 알고 있어.
		이건 꿈일 뿐이고.
		저 새를 잡는다고 해서, {+GRANNY}를 다시 데려올 순 없어.
		
		{trigger 7 badeline hugs madeline}
		
		[BADELINE left concerned]
		정말 미안해, {+MADELINE}.
		
		[BADELINE left concerned]
		이제 꿈에서 깨어나자, 그리고 함께 현실을 마주하는 거야.
		
		[MADELINE right sadder]
		...

		[MADELINE right distracted]
		아니.

		[MADELINE right sad]
		아직은 안 돼.

		{trigger 8 stand up}

		[MADELINE right sad]
		내가 한 행동에 대한 책임은 져야지.
    
		[BADELINE left upset]
		책임이라니?
		
		[MADELINE right sad]
		저 새, 나 때문에 여기에 갇혔어.
		
		{trigger 9 shift camera over to the bird}
		
		[MADELINE right sad flip]
		꿈에서 깨어나기 전에 새가 빠져나올 수 있게 도와줘야 해.
		{+GRANNY}도 새가 이렇게 갇혀 있는 걸 보면, 슬퍼하실 거야.
		
		[BADELINE left concerned]
		네 말이 맞아. 

		[BADELINE left normal]
		좋아, 가보자고.

		[BADELINE left upset]
		하지만 이 일이 마무리되는 대로,{n}꼭 꿈에서 깨어나겠다고, 나랑 약속해.

		[BADELINE left worried]
		여기 너무 {*}이상해.{/*} 빨리 집에 가고 싶어.

	CH9_LAST_ROOM=
		[BADELINE right normal]
		좋아! 거의 다 빠져나왔어.

		[MADELINE left determined]
		가자, {+GRANNY}를 위해서.

	CH9_LAST_ROOM_ALT=
		[BADELINE right concerned]
		{+MADELINE}, 괜찮아?

		[MADELINE left sad]
		조금만 더 가면 되는데, 도저히 못 갈 것만 같아...

		[BADELINE right upset]
		포기하지 마, 조금만 더 힘내자.

		[BADELINE right normal]
		우린 할 수 있어.

	CH9_LAST_BOOST=
		[BADELINE right normal]
		{+GRANNY}한테, 작별 인사 전해주고 와.

	CH9_FAREWELL=
		[MADELINE left normal]
		{+GRANNY}!

		[GRANNY right normal]
		안녕, 얘야.
		
		[MADELINE left normal]
		다시 만나서 정말 기뻐요.
		{+GRANNY} 없인 어떻게 해야 할지 몰랐어요.

		[MADELINE left sad]
		...
		하지만 {+GRANNY}는 진짜가 아니죠...

		[MADELINE left sadder]
		이건 꿈일 뿐이니까요.
		
		[GRANNY right normal]
		꿈이면 뭐 어떠니?
		꿈이라는 걸 알면서도 이렇게 멀리까지 찾아왔잖니.
		드디어 날 만났는데, {~}이제 와서{/~} 꿈이라고 슬퍼하는 거니?
		
		[GRANNY right mock]
		말 돌리지 말고, 하고 싶은 말 있으면 어서 말해.
		
		[MADELINE left sad]
		...

		[MADELINE left distracted]
		장례식장에 안 가서... 죄송해요.

		[MADELINE left sadder]
		도저히 갈 수 없었어요... 전 완전히 무너져 내렸었어요.
		
		{silent_trigger 0 laugh}

		[GRANNY right laugh]
		후후, 어디서 들어본 이야기 같구나.
		
		[MADELINE left upset]
		...

		{silent_trigger 1 stop laughing}
		
		[GRANNY right normal]
		예끼, 내가 장례식장에 누가 왔는지 신경을 왜 쓰겠냐?

		{silent_trigger 0 laugh}

		[GRANNY right laugh]
		난 이미 죽었잖아!

		{silent_trigger 1 stop laughing}

		[GRANNY right mock]
		장례식 같은 건 나 없이 살아가야 하는 너희 모지리들을 위해 있는 거지.
		
		{trigger 2 take a step forward}

		[MADELINE left normal]
		{+MOUNTAIN}에서 절 살펴주셔서 감사했어요.

		[MADELINE left distracted]
		절 정말 많이 도와주셨고, 그리고...

		[MADELINE left sadder]
		정말 보고 싶을 거예요.

		{trigger 3 granny fades away}
		
		[MADELINE left sadder]
		이제 어쩌죠?
		아무 일도 없던 것처럼, 계속 살아가야 하는 건가요?

		{silent_trigger 4 fade to white}

		[MADELINE left panic]
		{+GRANNY}가 영원히 떠나지... 않은 것처럼?

	CH9_END_CINEMATIC=
		{anchor bottom}

		[WEBCAM_THEO right excited]
		여기 계셨구만!

		[WEBCAM_THEO right normal]
		오랜만이야, {# F94A4A}딸기{#}.

		[MADELINE left sad]
		안녕, {+THEO}.
		
		[WEBCAM_THEO right normal]
		진짜 오랜만이다!

		[WEBCAM_THEO right thinking]
		한동안 연락이 안 되던데! 무슨 일 있었어?
		
		[MADELINE left sad]
		응, 메시지 답장 안 해서 미안해...

		[MADELINE left distracted]
		...전화 안 받은 것도...
		...
		...이메일 답장 안 한 것도.

		[MADELINE left sad]
		{+GRANNY}가 돌아가셨을 때 내가 좀 제정신이 아니었거든.

		[MADELINE left distracted]
		그러고 나니 너에게 메시지 보내는 게 어색해졌어.
		갑자기 연락이 끊겨서, 네가 화났을까 봐...

		[MADELINE left sad]
		그런 걱정이 눈덩이 굴러가듯이 쌓였어.
		
		[WEBCAM_THEO right thinking]
		그래, 그래. 알지.

		[WEBCAM_THEO right normal]
		장례식 때문에 불안해진 거 같다고 짐작은 했었어, 신경 쓰지 마.

		[WEBCAM_THEO right thinking]
		다음에는, {~}적어도{/~} 생존 신고라도 해줘.

		[WEBCAM_THEO right normal]
		이제 기분이 좀 나아졌어?
		
		[MADELINE left sad]
		응...

		[MADELINE left distracted]
		이제는 받아들이기 시작하고 있어.

		[MADELINE left sad]
		{+GRANNY}를 처음 만났을 때는, 미친 사람이라고 생각했었어.

		[MADELINE left distracted]
		근데 그 뒤로 몇 번 대화를 나눠봤는데...

		[MADELINE left upset]
		...성질 한번 고약하다고 생각했었지.

		[MADELINE left sad]
		하지만 {+GRANNY}는 내게 필요한 말을 해주셨고, 정말 도움이 많이 됐어.

		[MADELINE left sadder]
		{+GRANNY}가 많이 그리워.
		
		[WEBCAM_THEO right normal]
		응, 나도 그래.

		[WEBCAM_THEO right thinking]
		솔직히, {+GRANNY}는 영원히 살아 계실 줄 알았어.

		[WEBCAM_THEO right excited]
		아! 그러고 보니 생각났다! 너한테 보여줄 게 있어.
		
		[MADELINE left normal]
		뭔데?
		
		[WEBCAM_THEO right excited]
		우리 할아버지가 젊으셨을 때 {+CELESTE_MOUNTAIN}에 가셨다고 말했던 거 기억나?

		[WEBCAM_THEO right normal]
		{+ALEX}랑 같이 할아버지의 오래된 물건들을 살펴보고 있었는데...
		이런 사진을 찾았거든.
     
 		{trigger 0 Shows the photo of Theo's grandpa with Granny at Celeste Mountain.}
 		
 		[MADELINE left surprised]
		저거 {+GRANNY}야!? 네 할아버지랑?

		[MADELINE left normal]
		{+THEO}, 대박이다!
		둘이 친구였나 봐.
		
		[WEBCAM_THEO right excited]
		우리 둘처럼!

		[WEBCAM_THEO right thinking]
		두 분 다 돌아가셨다니 참 안타까워.

		[WEBCAM_THEO right normal]
		하지만 우리가 두 분과 같은 {+MOUNTAIN}을 올랐다고 하니, 기분 좋네.
		
		[MADELINE left normal]
		응...

		[MADELINE left peaceful]
		{>> .3}{~}정말{/~} 기분 좋아.{>>}

# Crystal Hearts

	POEM_FC=	무의미한 기계
	POEM_FCR=	지평선을 가르며

	POEM_OS=	부활
	POEM_OSR=	검은빛 달오름

	POEM_CR=	흩어진 마음
	POEM_CRR=	선행

	POEM_CS=	폭풍의 눈
	POEM_CSR=	황금 깃털

	POEM_T=		고요한 추락
	POEM_TR=	거울의 마법

	POEM_TF=	무겁고 연약한
	POEM_TFR=	지구의 중심

	POEM_TS=	분홍빛 해오름
	POEM_TSR=	다신 도망치지 않아

	POEM_MC=	산의 심장
	POEM_MCR=	작별 인사

	POEM_FW=	공허한 마음
	
# Wavedash Tutorial
	
	WAVEDASH_DESKTOP_MYPC=			내 산
	WAVEDASH_DESKTOP_POWERPOINT=	웨이브대시.ppt
	WAVEDASH_DESKTOP_RECYCLEBIN=	휴지통
	WAVEDASH_DESKTOP_STARTBUTTON=	BerryOS

	WAVEDASH_PAGE1_TITLE=			어린이도 쉽게 이해할 수 있는 웨이브대시
	WAVEDASH_PAGE1_SUBTITLE=		우주에서 새를 잡기 위한 실용적인 해결책

	WAVEDASH_PAGE2_TITLE=			새를|잡을|수|없나요?
	WAVEDASH_PAGE2_LIST=
		-새를 잡는 것은 결코 쉽지 않습니다.{n}
		-새는 엄청 빠르고!{n}
		-날아다니기까지 하거든요!{n}
		-그리고 {+PART_OF_YOU_HONORIFIC}는 도와주려고 하지 않는 모양이네요.{n}
		-(네, 정말 최악이군요.)

	WAVEDASH_PAGE2_IMPOSSIBLE=		그럼 새를 잡을 수 없나요???
	
	WAVEDASH_PAGE3_TITLE=			그래서... 웨이브대시를 소개합니다!!
	WAVEDASH_PAGE3_INFO=			웨이브대시를 하면, 매우 멀리 점프하는{n}{~}동시에{/~} 대시를 회복할 수 있습니다!
	WAVEDASH_PAGE3_EASY=			정말 "쉽습니다!"

	WAVEDASH_PAGE4_TITLE=			웨이브대시를 하는 방법
	WAVEDASH_PAGE4_LIST=
		-점프를 합니다.{n}
		-대각선 아래 방향으로 지면에 대시합니다.{n}
		-땅에 닿는 즉시 다시 점프하면서 앞으로 나아갑니다.{n}
		-{~}성공!{/~}{n}
		-(와!!)
	
	WAVEDASH_PAGE5_TITLE=			만약 잘 되지 않는다면...
	WAVEDASH_PAGE5_INFO1=			{# FF0000}대시를 회복하지 못하는 경우 :{#}{n}지면에서 {~}너무 낮은 곳에서{/~}{n}대시하면 대시가 회복되지 않습니다.
	WAVEDASH_PAGE5_INFO2=			{# FF0000}멀리까지 나아가지 못하는 경우 :{#}{n}지면에서 {~}너무 높은 곳에서{/~}{n}대시하면 충분한 가속도를 받지 못합니다.

	WAVEDASH_PAGE6_TITLE=			해피 웨이브대시!!
